No,Kecamatan,Kelurahan,Nama Perusahaan,Lokasi Menara,Latitude_rev,Longitude_rev,Longitude,Latitude,Tinggi Tower,Struktur Tower,Data IMB
874,Sukajadi,Cipedes,PT. Telkomsel,Jl. Karang Tineung Dalam No.  13 RT 3 RW  4 ,-6.88411,107.59422,107.59422,-6.88411,6,Pole,NO NEED
875,Sukajadi,Sukawarna,PT. Telkomsel,Jl. Surya Sumantri No. 65,-6.88578,107.58109,107.58109,-6.88578,6,Pole,NO NEED
876,Sukajadi,Sukagalih,PT. Telkomsel,Jl. Babakan Jeruk I No. 10C  RT 2/1,-6.88899,107.5832,107.5832,-6.88899,6,Pole,NO NEED
877,Sukajadi,Sukagalih,PT. Centratama Menara Indonesia,Jl. Sukamulya Indah No. 3 Kp. Kendal Gede RT 06 RW  02,-6.885917,107.586833,107.586833,-6.885917,18,Pole,503.645/2340/BPPT 2015
878,Sukajadi,Sukagalih,PT. Centratama Menara Indonesia,Hotel Verona Jl. Suryasumantri No. 36 Bandung,-6.88925,107.582114,107.582114,-6.88925,3,Pole,IMB NR
879,Sukajadi,Sukabungah,PT. Xl Axiata, Tbk,Jl. Sukajadi No. 11A RT 03 RW 05,-6.895777778,107.5971389,-6.895777778,107.5971389,15,4 Kaki,503.645/1001/BPPT
880,Sukajadi,Pasteur,PT. Xl Axiata, Tbk,Jl. Sukajadi No. 180 RT 08/RW  02,-6.885,107.59685,-6.885,107.59685,15,Pole,503.645.4/879/BPMPPT/2009
881,Sukajadi,Pasteur,Naragita,Jl. Jurang No. 65 RT  02/05,-6.8869,107.60039,107.60039,-6.8869,25,Pole,-
882,Sukasari,Gegerkalong,PT. Protelindo,Jl. Bungur No. 41,-6.87837,107.59396,107.59396,-6.87837,42,Sst,503.645/0316/BPPT
883,Sukasari,Isola,PT. Protelindo, Tbk,Jl. Negla Utara RT 05 RW  04,-6.85457,107.59413,107.59413,-6.85457,25,4 Kaki,503.645/2156/BPPT
884,Sukasari,Sukarasa,PT. Protelindo, Tbk,Jl. Cilandak RT 04 RW  05,-6.8757,107.58093,107.58093,-6.8757,22,3 Kaki,-
885,Sukasari,Isola,PT. Protelindo, Tbk,Jl. n. Padasaluyu 10 RT 03/RW 03,-6.85088,107.59447,107.59447,-6.85088,42,3 Kaki,503.645/SI-3572 Disbang/2006
886,Sukasari,Gegerkalong,Daya Mitra Telekomunikasi,Jl. Geger Kalong RT 05/03,-6.864771,107.592784,107.592784,-6.864771,20,4 Kaki,IMB - 503.645/2854/BPPT
887,Sukasari,Isola,Daya Mitra Telekomunikasi,Jl. Sersan Bajuri  No.  43 A RT ,-6.855146,107.59149,107.59149,-6.855146,15,Pole,IMB - 663.10/0002/IMBT/XI/2016/BPPT
888,Sukasari,Sukarasa,Daya Mitra Telekomunikasi,Jl. Cipedes Atas No. 9 Sukarasa Sukasari Kota Bandung,-6.87693,107.59053,107.59053,-6.87693,4,Pole,0
889,Sukasari,Sarijadi,PT. Indosat, Tbk,Sarijadi Baru 1 Kay.122 Sukarasa,-6.87242,107.581622,107.581622,-6.87242,42,4 Kaki,503.648.1/51-19835 Dpb
890,Sukasari,Gegerkalong,PT. Indosat, Tbk,Jl. Budi Luhur No. 4Geger Kalong Hilir,-6.871214,107.593212,107.593212,-6.871214,42,4 Kaki,503.645/0513/BPPT
891,Sukasari,Isola,PT. Indosat, Tbk,Ji. Raya Setiabudi Gg. Pada Saluyu No. 10 Ri 03/03 Isola (G,-6.85066,107.594258,107.594258,-6.85066,42,4 Kaki,503.645/SI-0800 Disbang/2005
892,Sukasari,Isola,PT. Tower Bersama Group,Jl. CIImus RT 07/06,-6.85718,107.59,107.59,-6.85718,42,4 Kaki,503.645/1391/BPPT
893,Sukasari,Sarijadi,PT. Tower Bersama Group,Jl. Sari Manis,-6.87767,107.574,107.574,-6.87767,15,Pole,Menara Masjid, Tidak ada tenant. Plan dismantle/hibah ke pihak sekolah
894,Sukasari,Sukarasa,PT. Solusi Tunas Pratama,Jl. Prof Dr Ir Sutami No.  81-83 RT  04 RW 02,-6.87788,107.58877,107.58877,-6.87788,9,Pole,503.645/1951/BPPT
895,Sukasari,Isola,PT. Solusi Tunas Pratama,Jl. Gegerkalong Girang Baru No. 11,-6.86269,107.59062,107.59062,-6.86269,9,Pole,503.645/1949/BPPT
896,Sukasari,Sarijadi,PT. Solusi Tunas Pratama,Jl. Sarimanah 1 Blok 14 No. 106,-6.880444,107.577389,107.577389,-6.880444,6,Pole,34/DPMPTSP-503/IMB/PP/2017
897,Sukasari,Gegerkalong,PT. Solusi Tunas Pratama,Jl. Sindang Sirna No. 14 RT 08/RW 06,-6.877472,107.593694,107.593694,-6.877472,9,Pole,503/IMB/DPMPPTSP/0604/V/2017
898,Sukasari,Gegerkalong,PT. Solusi Tunas Pratama,Jl. Cepedes Atas No. 46A RT 04 RW  07 ,-6.87469,107.59088,107.59088,-6.87469,20,Pole,-
899,Sukasari,Sarijadi,PT. Telkomsel,Jl. Sari Manis RT 01/08,-6.878582,107.574515,107.574515,-6.878582,50,4 Kaki,-
900,Sukasari,Sukarasa,PT. Telkomsel,Jl. Sari Endah No. 16,-6.870407,107.581856,107.581856,-6.870407,42,4 Kaki,-
901,Sukasari,Gegerkalong,PT. Telkomsel,Jl. Geger Kalong Girang RT 04/01,-6.862472,107.584225,107.584225,-6.862472,36,Monopole,-
902,Sukasari,Sukarasa,PT. Telkomsel,Hotel Pilatus Jl. Gegerkaloong Hilir No.  119,-6.86863,107.58552,107.58552,-6.86863,6,Pole,NO NEED
903,Sukasari,Sukarasa,PT. Telkomsel,Jl. Sukahaji RT  04 RW  03,-6.88761,107.584496,107.584496,-6.88761,6,Pole,NO NEED
904,Sukasari,Gegerkalong,PT. Telkomsel,Jl. Setia Budi No. 105 RT 05/06 ,-6.8712,107.59325,107.59325,-6.8712,6,Pole,NO NEED
905,Sukasari,Gegerkalong,PT. Telkomsel,Gedung Menara Telkom Dds Jl. Gegerkalong Hilir No. 47 Bandung Gedung,-6.8716,107.5891,107.5891,-6.8716,6,Pole,NO NEED
906,Sukasari,Gegerkalong,PT. Centratama Menara Indonesia,Jl. Dr. Setiabudi No. 167 C RT 02 RW  04,-6.8684,107.593438,107.593438,-6.8684,12,Pole,503.645/2016/BPPT 2014
907,Sukajadi,Pasteur,PT. Xl Axiata, Tbk,Jl. Sukajadi No. 174 - 176,-6.885472222,107.5972778,-6.885472222,107.5972778,15,Pole,503.645/SI-0524 DISBANG /2003
908,Sukasari,Sarijadi,PT. Xl Axiata, Tbk,Jl. Sari Asih Iv No. 16 Kp. Cijerohkaso RT  07 RW  10 ,-6.874083333,107.57625,-6.874083333,107.57625,30,4 Kaki,503.645/SI-3107 Disbang/2006
909,Cidadap,Hegarmanah,PT. Xl Axiata, Tbk,Jl. Setiabudi No. 170A,-6.872583333,107.5951111,-6.872583333,107.5951111,15,4 Kaki,503.645/1299/BPPT
910,Sukasari,Isola,PT. Xl Axiata, Tbk,Jl. Setiabudi 249 RT 02/RW  04 ,-6.85727,107.59441,-6.85727,107.59441,52,3 Kaki,503.645/SI-0402 Disbang/2007
911,Sukasari,Gegerkalong,PT. Xl Axiata, Tbk,Jl. Geger Kalong Girang RT  05 RW  06 ,-6.86205,107.58442,-6.86205,107.58442,36,Pole,503.645/SI-0389 Disbang/2007
912,Sukasari,Sarijadi,Naragita,Jl. Sariasih Blok. 1 No. 2A,-6.87654,107.58003,107.58003,-6.87654,17,Kaki 3,-
913,Sumur Bandung,Braga,PT. Protelindo, Tbk,Jl. Banceuy Gg. Suniaraja No. 21 RT 02 RW  02,-6.91774,107.60561,107.60561,-6.91774,12,Pole,503.645/3554/BPPT
914,Sumur Bandung,Babakan Ciamis,PT. Protelindo, Tbk,Jl. Babakan Ciamis RT 05 RW 03,-6.91086,107.60789,107.60789,-6.91086,36,Pole,503.645/692/BPMPPT/2009
915,Sumur Bandung,Babakan Ciamis,PT. Protelindo, Tbk,Jl. Merdeka No. 62A Bandung,-6.90783,107.61091,107.61091,-6.90783,21,4 Kaki,503.645/926/BPPT
916,Sumur Bandung,Kebon Pisang,Daya Mitra Telekomunikasi,Jl. Veteran ,-6.920138,107.617066,107.617066,-6.920138,6,Pole,IMB - 503.645/1389/BPPT
917,Sumur Bandung,Braga,Daya Mitra Telekomunikasi,Jl. Asia Afrika Depan Kantor Pos,-6.920984,107.606197,107.606197,-6.920984,10,Pole,0
918,Sumur Bandung,Kebon Pisang,Daya Mitra Telekomunikasi,Jl. Natuna No. ,-6.916808,107.616522,107.616522,-6.916808,15,Pole,IMB - 663.10/0001/IMBT/I/2016/BPPT
919,Sumur Bandung,Merdeka,PT. Indosat, Tbk,Sumbawa No. 9Sumur Bandung,-6.914363,107.617644,107.617644,-6.914363,15,4 Kaki,503.645/SI-2924 Disbang/2001
920,Sumur Bandung,Merdeka,PT. Indosat, Tbk,R.E. Martadinata No. 15Citarum,-6.906446,107.611905,107.611905,-6.906446,15,3 Kaki,503.645.3/81-1979 DISBANG/2000
921,Sumur Bandung,Braga,PT. Indosat, Tbk,Braga No. 129 (Gedung Landmark)Braga,-6.915559,107.608779,107.608779,-6.915559,10,Pole,503.645/SI-1776 Disbang/2001
922,Sumur Bandung,Merdeka,PT. Indosat, Tbk,Jl. A. Yani No.  221 -223 (Jl. Gandapura Dian Lucky Computer),-6.917456,107.625377,107.625377,-6.917456,20,4 Kaki,503.645/S1-1731 Disbang/2001
923,Sumur Bandung,Merdeka,PT. Solusi Tunas Pratama,Deninteldam Jl. n Sumatera 37  Bandung,-6.91226,107.61266,107.61266,-6.91226,30,4 Kaki,503.645/3739/BPMPPT/2009
924,Sumur Bandung,Merdeka,PT. Solusi Tunas Pratama,Jl. Gatot Subroto No. 83 Kotamadya Bandung - Jawa Barat,-6.923305556,107.62375,107.62375,-6.923305556,6,Pole,0148/IMB/KPTP/2016
925,Sumur Bandung,Merdeka,PT. Telkomsel,Jl. Srigading No. 8,-6.915185,107.623614,107.623614,-6.915185,30,Monopole,-
926,Sumur Bandung,Merdeka,PT. Telkomsel,Jl. Kalimantan No. 8,-6.912591,107.615165,107.615165,-6.912591,20,Microcell Pole,-
927,Sumur Bandung,Merdeka,PT. Telkomsel,Jl. R.E. Martadinata No. 15,-6.906407,107.611997,107.611997,-6.906407,15,3 Kaki,-
928,Sumur Bandung,Merdeka,PT. Telkomsel,Jl. R.E. Martadinata(Riau)No. 17 Bandung Utara,-6.9066,107.6122,107.6122,-6.9066,3,Pole,NO NEED
929,Sumur Bandung,Babakan Ciamis,PT. Telkomsel,Jl. Purnawarman No. 36 A Kota Bandung,-6.907168,107.609357,107.609357,-6.907168,6,Pole,NO NEED
930,Sumur Bandung,Braga,PT. Telkomsel,Jl. Braga No. 46 Bandung (D/H. Braga_1),-6.91587,107.609,107.609,-6.91587,3,Pole,NO NEED
931,Sumur Bandung,Braga,PT. Telkomsel,Jl. Asia Afrika No. 15-17,-6.92,107.6047,107.6047,-6.92,6,Pole,NO NEED
932,Sumur Bandung,Braga,PT. Telkomsel,Jl. Suniaraja No. 82 RT 05 RW 05,-6.91567,107.60494,107.60494,-6.91567,6,Pole,NO NEED
933,Sumur Bandung,Braga,PT. Telkomsel,Jl. Abc No. 71 RT 03/02,-6.9188,107.6064,107.6064,-6.9188,6,Pole,NO NEED
934,Sumur Bandung,Merdeka,PT. Telkomsel,Jl. Gandapura No. 39 RT 04 RW 04,-6.914524,107.626335,107.626335,-6.914524,4.2,Pole,NO NEED
935,Sumur Bandung,Kebon Pisang,PT. Telkomsel,Gedung Citra Griya Jl. Naripan No. 42,-6.92061,107.61399,107.61399,-6.92061,6,Pole,NO NEED
936,Sumur Bandung,Merdeka,PT. Telkomsel,Jl. Belitung No. 3 RT  03 RW  03,-6.91123,107.61718,107.61718,-6.91123,6,Pole,NO NEED
937,Sumur Bandung,Braga,PT. Centratama Menara Indonesia,Jl. Braga Blk 98 RT 03 RW  05,-6.915861,107.609472,107.609472,-6.915861,20,3 Kaki,503.645/1492/BPPT 2015
938,Sumur Bandung,Braga,PT. Centratama Menara Indonesia,Jl. Braga No. 21,-6.919919,107.609833,107.609833,-6.919919,25,4 Kaki,503.645/2395/BPPT 2011
939,Sumur Bandung,Babakan Ciamis,PT. Xl Axiata, Tbk,Jl. Merdeka ,-6.914166667,107.6120556,-6.914166667,107.6120556,30,4 Kaki,503.644.2/SI/7860-DPB/1989
940,Sumur Bandung,Merdeka,PT. Xl Axiata, Tbk,Jl. Menado No. 8,-6.913611111,107.6214722,-6.913611111,107.6214722,30,3 Kaki,503.645/SI-1737 DISBANG
941,Sumur Bandung,Merdeka,PT. Xl Axiata, Tbk,Jl. Jend. Ahmad Yani No. 307,-6.912277778,107.6276667,-6.912277778,107.6276667,30,Pole,503.643.3/SI-0391-DB/2000
942,Sumur Bandung,Braga,PT. Xl Axiata, Tbk,Jl. Oto Iskandardinata No. 43 RT 07/RW  02,-6.91615,107.6045,-6.91615,107.6045,25,3 Kaki,503.645/SI-0361 Disbang/07
943,Sumur Bandung,Babakan Ciamis,Hutchinson,Jl. Purnawarman No. 13-15,-6.908396,107.609093,107.609093,-6.908396,10,Pole,-
944,Sumur Bandung,Merdeka,Hutchinson,Hotel NewtonJl. Re.Martadinata,-6.91482,107.62996,107.62996,-6.91482,6,Pole,-
945,Sumur Bandung,Babakan Ciamis,Naragita,Gedung Wisata Graha (Regent) Jl. Sumatera No. 2 Bandung,-6.91802,107.61336,107.61336,-6.91802,42,Kaki 4,-
946,Sumur Bandung,Babakan Ciamis,Naragita,Balai Kota Jl. Wastukencana No. 2 ,-6.9101,107.6104,107.6104,-6.9101,6,Pole,-
947,Sumur Bandung,Merdeka,Naragita,Komp. Segitiga Mas Kosambi Kav. B-7 Jl. A. Yani 221-223,-6.91741,107.6264,107.6264,-6.91741,31,Kaki 3,-
948,Sumur Bandung ,Merdeka,PT. Centratama Menara Indonesia,Jl. Sumbawa No. 19 RT 01/RW  01,-6.91445,107.61754,107.61754,-6.91445,20,4 Kaki,IMB RELEASED
949,Ujungberung,Pasir Wangi,PT. Protelindo,Jl. Kp. Sekeburuy,-6.89748,107.70932,107.70932,-6.89748,30,Sst,663.10/0006/IMBT/XI/2015/BPPT
950,Ujungberung,Pasirjati,PT. Protelindo,Gg. Kp. Babakan Teureup RT 04 RW  10,-6.9042,107.71071,107.71071,-6.9042,25,Sst,503.645/3139/BPPT
951,Ujungberung,Pasanggrahan,PT. Protelindo,Jl. Neglasari I No. 17 RT  04 RW  04,-6.91611,107.70779,107.70779,-6.91611,18,Monopole,503.645/4303/BPPT
952,Ujungberung,Cisaranten Wetan,PT. Protelindo, Tbk,Jl. Rumah Sakit No. 163 RT 01 RW  07,-6.934,107.69311,107.69311,-6.934,45,3 Kaki,503.648/SI-3464/Disbang/06
953,Ujungberung,Pasir Endah,PT. Protelindo, Tbk,Jl. A.H. Nasution No. 1 Km 9 RT 01 RW  01 Kod.Pos 40619,-6.90725,107.68728,-6.90725,107.68728,35,3 Kaki,503.645/SI-2269/Disbang/2006
954,Ujungberung,Pasanggrahan,PT. Protelindo, Tbk,Jl. Neglasari No. 2 RT 02 RW  03,-6.91699,107.70612,107.70612,-6.91699,12,Pole,503.645/1392/BPPT
955,Ujungberung,Pasir Wangi,PT. Protelindo, Tbk,Jl. Kp. Buka Tanah RT 01 RT 07,-6.89927,107.7056,107.7056,-6.89927,25,4 Kaki,503.645/1843/BPPT
956,Ujungberung,Pasirjati,PT. Protelindo, Tbk,Kp. Sukagalih RT 01 RW  06,-6.91394,107.70621,107.70621,-6.91394,12,Pole,503.645/1930/BPPT
957,Ujungberung,Cipadung,PT. Protelindo, Tbk,Jl. Soekarno  Hatta No. 752 RT  07 RW  01,-6.93647,107.70992,107.70992,-6.93647,6,Pole,-
958,Ujungberung,Cigending,PT. Protelindo, Tbk,Jl. Teritorial RT  04 RW  09,-6.90854,107.70288,107.70288,-6.90854,18,Pole,503.645/3672/BPPT
959,Ujungberung,Cigending,PT. Protelindo, Tbk,Jl. Ujung Berung Indah,-6.90855,107.69743,107.69743,-6.90855,18,Pole,503.645/3669/BPPT
960,Ujungberung,Pasir Wangi,Daya Mitra Telekomunikasi,Gg. Melati Jl. Cinangra,-6.905579,107.705085,107.705085,-6.905579,52,4 Kaki,IMB - 503.645/0180/BPPT
961,Ujungberung,Pasanggrahan,PT. Indosat, Tbk,Paledang Dusun Mandalawangi Blok Pasir Tanjung,-6.912382,107.711656,107.711656,-6.912382,62,4 Kaki,503.645/1282/BPPT
962,Ujungberung,Pasir Endah,PT. Indosat, Tbk,Jl. Kosar No. 133 RT 08/07,-6.904063,107.69096,107.69096,-6.904063,42,4 Kaki,66/017.7.1/Kep/2004
963,Ujungberung,Cisurupan,PT. Tower Bersama Group,Bdgn-174/Jl. Sekemala,-6.90654,107.718,107.718,-6.90654,42,4 Kaki,REKOM DISHUBKOMINFO DAN KRK DONE,  PENGESAHAN IMB
964,Ujungberung,Pasir Jati,PT. Tower Bersama Group,Jl. Nagrog 1 RT 01/07,-6.91046,107.706,107.706,-6.91046,33,4 Kaki,503.645/0638/BPPT
965,Ujungberung,Pasanggrahan,PT. Solusi Tunas Pratama,Paledang,-6.909305556,107.7110833,107.7110833,-6.909305556,30,4 Kaki,184.4/4721-95/436.7.5/2017
966,Ujungberung,Cigending,PT. Solusi Tunas Pratama,Komplek Ujung Berung Indah Kota Bandung,-6.90963,107.69866,107.69866,-6.90963,32,Pole,Proses
967,Ujungberung,Ciporeat,PT. Telkomsel,Kp. Ciwaru,-6.899573,107.71767,-6.899573,107.71767,42,3 Kaki,-
968,Ujungberung,Pasirjati,PT. Centratama Menara Indonesia,Kampung Nagrok 3 RT 01 RW 09,-6.90761,107.71046,107.71046,-6.90761,35,3 Kaki,IMB NY RELEASED
969,Arcamanik,Sukamiskin,PT. Xl Axiata, Tbk,Jl. Puri Ayu II Arcamanik,-6.923333333,107.6757222,-6.923333333,107.6757222,30,3 Kaki,503.645/1514/BPPT
970,Cinambo,Sukamulya,PT. Xl Axiata, Tbk,Jl. Ujung Berung 128,-6.914833333,107.7005,-6.914833333,107.7005,50,3 Kaki,503.645/1064/BPPT
971,Cinambo,Pakemitan,PT. Xl Axiata, Tbk,Jl. Rumah Sakit  Kamp Cinambo RT 05/08,-6.923,107.6965,-6.923,107.6965,30,3 Kaki,503.645/339/BPPT
972,Ujungberung,Jati Endah,PT. Xl Axiata, Tbk,Jl. Cikoang Kidul RT 04 RW  04,-6.90543,107.70069,-6.90543,107.70069,42,4 Kaki,644/66/616/BPMP
973,Ujungberung,Pasanggrahan,PT. Xl Axiata, Tbk,Jl. Paledang III RT 04 RW  06,-6.9118,107.7119,-6.9118,107.7119,42,3 Kaki,503.648.1/376/BPMPPT/2008
974,Ujungberung,Pasir Endah ,PT. Permata Karya Perdana,Jl. Kosar RT 08/ RW 07,-6.90082,107.69139,107.69139,-6.90082,21,Pole,663.10/0003/IMBT/VII/2016/BPPT/26 AGT 2016
975,Ujungberung,Cigending,Hutchinson,Jl. Sukup No. 3 RT 01/RW 01,-6.91172,107.69244,107.69244,-6.91172,12,Pole,-
